企业名称,工作地点,岗位名称,岗位工资,平均工资,相关专业,学历要求,待遇
山西九顺堂药业科技有限公司,全国,制药工程,3K-9K/月,6000.0,生物技术，环境科学，，中医学，食品卫生与营养学,本科及以上,交通补助 餐补 房补 员工旅游 岗位晋升 岗前培训
滕州市悟通香料有限责任公司,枣庄市,机电技术员,5K-8K/月,6500.0,过程装备与控制工程，化工与制药类，化学工程与工艺，化学工程与工业生物工程,本科及以上,岗前培训 岗位晋升 带薪年假 房补 免费班车 员工旅游 包吃包住 健康体检 绩效奖金
苏州晶云药物科技有限公司,苏州市,药物分析研究员,5K-15K/月,10000.0,化学类，材料类，化工与制药类，环境科学与工程类，生物工程类,本科及以上,
湖北新蓝天新材料股份有限公司,仙桃市,研发技术员,3K-4K/月,3500.0,化学类，应用化学，化学工程与工艺，化学工程与工业生物工程，材料化学,本科及以上,年底双薪 绩效奖金 岗前培训 节日礼物  岗位晋升 带薪年假 交通补助 餐补 免费班车 员工旅游
武汉珈源量子点技术开发有限责任公司,武汉市,生物功能材料研究助理,5K-7K/月,6000.0,化学类，化学生物学，材料类，功能材料,硕士及以上,年底双薪 绩效奖金 岗前培训 岗位晋升 健康体检 扁平管理 员工旅游
深圳市英维克科技股份有限公司,深圳市,供应商质量工程师,5K-7K/月,6000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，食品质量与安全，物流管理,本科及以上,
深圳市英维克科技股份有限公司,深圳市,质量工程师,5K-7K/月,6000.0,食品质量与安全，数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理,本科及以上,
深圳市英维克科技股份有限公司,深圳市,采购工程师,5K-7K/月,6000.0,物流管理，数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，,大专及以上,
江西华清博恩生物科技有限公司,南昌市,质量注册技术工程师,5K-7K/月,6000.0,生物工程，化学类，应用化学，化学，化学生物学,本科及以上,年底双薪 岗前培训 节日礼物 岗位晋升 带薪年假 员工旅游 包吃包住 健康体检  股票期权
江西华清博恩生物科技有限公司,南昌市,研发工程师,5K-8K/月,6500.0,材料科学与工程，金属材料工程，生物工程，基础医学，临床医学,本科及以上,年底双薪 岗前培训 节日礼物 岗位晋升  带薪年假 交通补助 员工旅游 包吃包住 健康体检 股票期权
湖南新合新生物医药有限公司,长沙市,大区销售经理,3K-10K/月,6500.0,生物工程,本科及以上,五险一金  上市公司
惠州建邦精密塑胶有限公司,惠州市,上市公司-助理工程师（化工类专业）,3.8K-6K/月,4900.0,应用化学，林产化工，高分子材料与工程，化学生物学,本科及以上,年底双薪 绩效奖金 岗前培训 带薪年假 房补 免费班车
中山市行程金属表面处理有限公司,中山市,储备干部,5K-7K/月,6000.0,化学工程与工艺，化学工程与工业生物工程,本科及以上,
杭州联科生物技术股份有限公司,北京市 上海市 广州市 杭州市 南京市 济南市 成都市 天津市,销售工程师,4.5K-10K/月,7250.0,生物科学，生物技术，植物保护，动物科学，食品卫生与营养学,本科及以上,绩效奖金 岗前培训 节日礼物 扁平管理 年度旅游 岗位晋升 交通补助 员工旅游 弹性工作
嘉兴维亚生物科技有限公司,嘉兴市,蛋白纯化研究员,4K-6.3K/月,5150.0,化学生物学，生物科学类，生物科学，生物技术,不限,绩效奖金 岗前培训 节日礼物 年度旅游 岗位晋升 弹性工作 带薪年假 交通补助 餐补 房补 员工旅游
杭州悦萱堂化妆品有限公司,杭州市,研发QC类,5K-8K/月,6500.0,化学类，应用化学，分子科学与工程，化学，化学生物学,本科及以上,绩效奖金 岗前培训 节日礼物 年度旅游 岗位晋升 带薪年假 包吃包住 健康体检
武汉君诺德生物技术有限公司,北京市 武汉市,实验员技术支持,3K-5K/月,4000.0,生物科学，生物技术，生物医学工程类，生物工程类，生物制药，农学,不限,绩效奖金 岗前培训 扁平管理 岗位晋升 交通补助 餐补
上海晶诺生物科技有限公司,佛山市,研发工程师－细胞因子活性检测方向,3.8K-7.6K/月,5699.999999999999,生物科学类，生物科学，生物技术,本科及以上,节日礼物 年度旅游 员工旅游 餐补 带薪年假
上海晶诺生物科技有限公司,佛山市,研发工程师－细胞培养方向,3.8K-7.6K/月,5699.999999999999,生物科学类，生物科学，生物技术,本科及以上,节日礼物 年度旅游 岗位晋升 带薪年假 餐补 员工旅游
武汉君诺德生物技术有限公司,北京市 武汉市 郑州市,市场专员储备干部,3K-20K/月,11500.0,生物科学，生物技术，农学，植物保护，植物科学与技术，动物科学，水产养殖学,不限,绩效奖金 岗前培训 扁平管理 岗位晋升   员工旅游
中山德华芯片技术有限公司,中山市,技术培训生安环方向,4.5K-8K/月,6250.0,化学工程与工艺，化学工程与工业生物工程，环境科学与工程类，环境工程,本科及以上,
武汉仕全兴新材料科技股份有限公司,武汉,质检员,3K-5K/月,4000.0,化学，应用化学，分子科学与工程，化学生物学,不限,
山东新时代药业有限公司,临沂市,技术储备,5K-7K/月,6000.0,化学，应用化学，生物科学，药学类,本科及以上,
山东新时代药业有限公司,国外,临床检测监查员,7K-8K/月,7500.0,化学，化学生物学，药物分析,硕士及以上,
广州市家合教育科技有限公司,广州市,中小学数学/英语/化学/物理老师,8K-10K/月,9000.0,教育学类，教育学，科学教育，教育技术学，艺术教育，学前教育，小学教育，数学类，数学与应用数学，物理学类，物理学，应用物理学，化学类，化学，应用化学，心理学类，心理学，统计学类，统计学，应用统计学，音乐与舞蹈学类，音乐表演，音乐学，舞蹈表演，表演，广播电视编导，播音与主持艺术，化学生物学，英语，外国语言文学类,本科及以上,五险一金 双休  弹性工作 岗位晋升 岗前培训
湖南省科域生物医药科技有限公司,长沙市,生物信息学,6K-10K/月,8000.0,临床医学，医学检验技术，药学，信息与计算科学，生物科学,本科及以上,绩效奖金 岗前培训 节日礼物 年度旅游 岗位晋升 弹性工作 带薪年假
德庆县人力资源和社会保障局,肇庆市,德庆县引进高素质紧缺专业人才39名,4.5K-9K/月,6750.0,经济学，经济统计学，国民经济管理，金融学，国际经济与贸易，法学，应用化学，化学生物学，统计学类，统计学，应用统计学，机械设计制造及其自动化，计算机类，计算机科学与技术，土木工程，给排水科学与工程，水利水电工程，农业工程，农业机械化及其自动化，食品科学与工程类，食品科学与工程，食品质量与安全，植物生产类，农学，园艺，植物保护，植物科学与技术，设施农业科学与工程，林学类，林学，森林保护，管理科学与工程类，管理科学，工程管理，工商管理类，工商管理，国际商务，农业经济管理类，农林经济管理，农村区域发展，城市管理，,硕士及以上,
深圳兰度生物材料有限公司,深圳市,助理研发工程师（生物学评价）,6K-9K/月,7500.0,化学生物学，生物工程类，基础医学类，基础医学,本科及以上,年底双薪 带薪年假 员工旅游 岗前培训 餐补 房补
深圳兰度生物材料有限公司,深圳市,技术员,4K-6K/月,5000.0,应用化学，化学生物学，材料化学，生物制药，药物化学,大专及以上,年底双薪 带薪年假 员工旅游 岗前培训 餐补 房补
深圳市通规技术检测有限公司,深圳市,实验室技术员,3K-5K/月,4000.0,物理学类，化学类，生物科学类，机械类，车辆工程，材料类，高分子材料与工程，纺织类,本科及以上,
浙江新安化工集团股份有限公司,杭州市,新安集团2018校园招聘,4K-6K/月,5000.0,金融学类，金融学，经济与贸易类，贸易经济，经济与金融，法学类，化学，化学生物学，分子科学与工程，力学类，理论与应用力学，工程力学，机械类，机械工程，机械设计制造及其自动化，材料成型及控制工程，机械电子工程，工业设计，过程装备与控制工程，车辆工程，汽车服务工程，机械工艺技术，微机电系统工程，汽车维修工程教育，仪器类，测控技术与仪器，材料类，材料科学与工程，材料化学，金属材料工程，无机非金属材料工程，高分子材料与工程，复合材料与工程，粉体材料科学与工程，焊接技术与工程，功能材料，纳米材料与技术，新能源材料与器,本科及以上,五险一金 包住宿 做五休二  年底双薪 绩效奖金 岗前培训 岗位晋升 带薪年假 餐补 免费班车
湖北葛店人福药业有限责任公司,武汉市,国际大客户经理,4K-6K/月,5000.0,化学，化学生物学，化学类，应用化学，分子科学与工程,本科及以上,
深圳市海洋王照明工程有限公司,兰州市 西宁市 银川市,销售人员,4K-6K/月,5000.0,哲学类，逻辑学，哲学，宗教学，伦理学，经济学类，经济学，经济统计学，国民经济管理，资源与环境经济学，商务经济学，能源经济，财政学类，财政学，税收学，金融学类，金融学，金融工程，保险学，投资学，金融数学，信用管理，经济与金融，经济与贸易类，国际经济与贸易，贸易经济，教育学类，科学教育，教育技术学，体育学类，汉语言，应用语言学，汉语言文学，中国语言文学类，历史学类，世界史，历史学，数学类，信息与计算科学，物理学类，应用物理学，化学，化学生物学，数理基础科学，物理学，数学与应用数学，地理科学类，工程力学，力学类,本科及以上,年度旅游 岗位晋升 交通补助 带薪年假 绩效奖金 餐补 房补 员工旅游 弹性工作
岳阳长岭设备研究所有限公司,岳阳市,清洗,3K-4K/月,3500.0,应用化学，化学工程与工艺，材料化学，能源化学工程，化学工程与工业生物工程,本科及以上,
中山市思而优教育科技有限公司,中山市,小初数学教师,4K-8K/月,6000.0,小学教育，数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，,本科及以上,绩效奖金 岗前培训 节日礼物 年度旅游 岗位晋升 员工旅游 餐补 带薪年假
云南莱博科技有限公司,昆明市,技术支持工程师,4K-6K/月,5000.0,化学类，化学，应用化学，化学生物学，化学工程与工艺,硕士及以上,绩效奖金 岗前培训 节日礼物 年度旅游 带薪年假 餐补 岗位晋升 健康体检
湖北省黄麦岭磷化工有限责任公司,孝感市,化工工艺,3K-6K/月,4500.0,化学工程与工艺，能源化学工程，化学工程与工业生物工程,本科及以上,"绩效奖金,岗前培训,节日礼物,岗位晋升,带薪年假,餐补,免费班车"
人福医药集团股份公司,武汉市,生物分析研究员,4K-6K/月,5000.0,生物科学类，生物技术，生物科学，生物制药,硕士及以上,"绩效奖金,岗前培训,岗位晋升,餐补,交通补助"
上饶市康可得生物科技有限公司,上饶市,化学有机合成研究员,6K-7K/月,6500.0,化学类，化学，应用化学，化学生物学,本科及以上,
江苏豪森药业集团有限公司,昆明市 大理市 曲靖市 玉溪市 昭通市 西双版纳市 思茅市 文山市 红河市 楚雄市 保山市 德宏市 丽江市 怒江市 迪庆市 临沧市,医学信息沟通专员（销售）,4K-8K/月,6000.0,药学类，生物医学工程类,大专及以上,
金光企业（管理）上海有限公司,全国,生产管理培训生,4.6K-5.5K/月,5050.0,机械类，机械电子工程，应用生物科学,本科及以上,"带薪年假,交通补助,餐补,房补"
湖北正大有限公司,随州,养殖技术员,3K-5K/月,4000.0,食品科学与工程类，生物工程类，动物科学，动物生产类，动物医学,大专及以上,
湖北正大有限公司,随州市,食品生产储备干部,3.5K-4.5K/月,4000.0,食品科学与工程，食品质量与安全，生物工程，电机电器智能化，机械设计制造及其自动化,大专及以上,
湖南新合新生物医药有限公司,常德市,环保技术员,2.8K-3.5K/月,3150.0,化学，应用化学，化学工程与工业生物工程，环保设备工程，给排水科学与工程，化学生物学，生物工程类,不限,
浙江国邦药业有限公司,绍兴市,工艺操作员,5K-6K/月,5500.0,化工与制药类，制药工程，化学工程与工业生物工程,大专及以上,
广东伊利乳业有限责任公司,惠州市,质量技术类储备生,4.5K-5.5K/月,5000.0,化学，化学生物学，分子科学与工程，生物科学，生物技术,大专及以上,"绩效奖金,岗前培训,节日礼物,岗位晋升,带薪年假,餐补,免费班车，免费大学式宿舍"
广州市锐博生物科技有限公司,广州市,管理实习生,3K-4.5K/月,3750.0,生物技术，生物科学，生物科学类，工商管理，人力资源管理,本科及以上,
广州市锐博生物科技有限公司,广州市,生产技术员,4K-6K/月,5000.0,生物科学类，生物技术，生物科学，生物信息学，药学类,本科及以上,
广州市锐博生物科技有限公司,广州市,实验技术员,4K-6K/月,5000.0,生物科学，生物信息学，生物技术，生物科学类，药学类,本科及以上,
广州市锐博生物科技有限公司,广州市,蛋白纯化技术员,4K-6K/月,5000.0,海洋科学类，生物科学类，生物技术，生物科学，生物信息学,本科及以上,
广州市锐博生物科技有限公司,全国,销售工程师,8K-15K/月,11500.0,生物科学类，生物技术，生物科学，生物信息学，医学技术类,硕士及以上,
广州市锐博生物科技有限公司,广州市,测序技术员,4.5K-6K/月,5250.0,生物科学类，生物技术，生物科学，生物信息学，药学类,本科及以上,
广州市锐博生物科技有限公司,广州市,技术支持工程师,8K-15K/月,11500.0,生物科学类，生物科学，生物信息学，药学类,硕士及以上,
广州市锐博生物科技有限公司,广州市,研发工程师,5K-7K/月,6000.0,生物技术，生物科学类，生物信息学，生物科学，药学类,硕士及以上,
广州市锐博生物科技有限公司,广州市,博士后,20K-30K/月,25000.0,生物科学类，生物技术，生物科学，生物信息学，药学类,博士及以上,
牧原食品股份有限公司,全国,兽医师,5K-6K/月,5500.0,动物医学，动物科学，生物技术，生物工程，动植物检疫,本科及以上,"绩效奖金,岗前培训,岗位晋升,股票期权 节日礼物"
深圳康泰生物制品股份有限公司,深圳市,质量监督专员,2K-3K/月,2500.0,生物技术，生物科学，预防医学，医学检验技术,本科及以上,
武汉华美生物工程有限公司,武汉市,研发实验员,3K-7K/月,5000.0,生物工程类，生物工程，应用生物科学，生物技术,本科及以上,
武汉华美生物工程有限公司,武汉市,外贸销售,3K-6K/月,4500.0,英语，商务英语，生物医学工程类，生物工程类,本科及以上,
武汉华美生物工程有限公司,全国,国内销售,3K-6K/月,4500.0,生物医学工程类，生物工程类，经济学类，经济与贸易类,大专及以上,
深圳市达科为生物技术股份有限公司,深圳市,病理产品研发工程师,8K-12K/月,10000.0,生物科学类，，预防医学,硕士及以上,
深圳市达科为生物技术股份有限公司,深圳市,细胞产品研发工程师,8K-12K/月,10000.0,生物科学类，，预防医学,硕士及以上,
深圳市达科为生物技术股份有限公司,全国,分子产品研发工程师,8K-12K/月,10000.0,生物科学类，，预防医学,硕士及以上,
深圳市达科为生物技术股份有限公司,全国,科研仪器技术支持,6K-8K/月,7000.0,生物科学类，，预防医学,硕士及以上,
深圳市达科为生物技术股份有限公司,全国,免疫学技术支持,6K-8K/月,7000.0,生物科学类，，预防医学,本科及以上,
深圳市达科为生物技术股份有限公司,全国,分子产品技术支持,6K-8K/月,7000.0,生物科学类，，预防医学,本科及以上,
深圳市达科为生物技术股份有限公司,全国,细胞产品技术支持,6K-8K/月,7000.0,生物科学类，，预防医学,本科及以上,
江西东森科技发展有限公司,全国,销售管培生,6K-15K/月,10500.0,生物技术，生物科学，市场营销,大专及以上,
广东宏川集团有限公司,东莞市,技术类,4K-6K/月,5000.0,计算机类，土木工程，资源勘查工程，化学工程与工业生物工程,本科及以上,
上饶市康可得生物科技有限公司,上饶市,生物医药研究员,3.6K-6K/月,4800.0,药学，化工与制药类，制药工程，化学工程与工业生物工程，生物医学工程,本科及以上,年底双薪 绩效奖金 节日礼物 带薪年假  交通补助 员工旅游 包吃包住 岗位晋升
湖南御泥坊化妆品有限公司,长沙市,质量工程师,4K-6K/月,5000.0,化学，化学类，应用化学，化学生物学,本科及以上,绩效奖金 节日礼物 餐补 扁平管理 免费班车 健康体检 带薪年假
上海福兴医药科技有限公司,上海市,产品线管理部工程师,6K-7K/月,6500.0,制药工程，化工与制药类，化学工程与工业生物工程，化学工程与工艺,硕士及以上,
上海福兴医药科技有限公司,上海市,产品线管理部助理工程师,6K-7K/月,6500.0,制药工程，化工与制药类，化学工程与工业生物工程，化学工程与工艺,本科及以上,
上海福兴医药科技有限公司,上海市,生产岗位培训生,6K-7K/月,6500.0,制药工程，化工与制药类，化学工程与工艺，化学工程与工业生物工程,大专及以上,
上海福兴医药科技有限公司,上海市,研发工程师,6K-7K/月,6500.0,制药工程，化工与制药类，化学工程与工业生物工程，化学工程与工艺,硕士及以上,
上海福兴医药科技有限公司,上海市,研发助理工程师,6K-7K/月,6500.0,制药工程，化工与制药类，化学工程与工艺，化学工程与工业生物工程,本科及以上,
湖北凯龙化工集团股份有限公司,荆门市,工艺员,2.5K-4K/月,3250.0,化学，应用化学，化学类，化学工程与工业生物工程，化学工程与工艺,本科及以上,"绩效奖金,岗前培训,交通补助,餐补,岗位晋升,节日礼物"
杭州安诺过滤器材有限公司,杭州市,质检,4K-6K/月,5000.0,化学工程与工艺，化工与制药类，制药工程，化学工程与工业生物工程，食品科学与工程，食品科学与工程类，酿酒工程，生物工程，生物工程类，生物制药,本科及以上,"年度旅游,房补,餐补,带薪年假"
上海福兴医药科技有限公司,上海市,工程师,6K-7K/月,6500.0,化学工程与工业生物工程，化学工程与工艺，制药工程，化工与制药类,本科及以上,
上海福兴医药科技有限公司,上海市,助理工程师,6K-9K/月,7500.0,制药工程，化工与制药类，化学工程与工艺，化学工程与工业生物工程,本科及以上,
湖北省宏源药业科技股份有限公司,黄冈市,生产管理岗,4K-6.5K/月,5250.0,化学工程与工业生物工程，化学工程与工艺，制药工程，应用化学，化学,本科及以上,
湖北省宏源药业科技股份有限公司,黄冈市,化工分析研发岗,3.2K-4.5K/月,3850.0,化工与制药类，化学工程与工艺，化学工程与工业生物工程，化学，应用化学,不限,
农夫山泉（建德）新安江饮用水有限公司,杭州市,管理培训生,4K-6K/月,5000.0,机械类，机械设计制造及其自动化，机械电子工程，过程装备与控制工程，材料科学与工程，机电技术教育，材料成型及控制工程，机械工程，信息与计算科学，化学类，应用化学，化学，化学生物学,本科及以上,"绩效奖金,节日礼物,年度旅游,岗位晋升,员工旅游,免费班车，提供住宿"
农夫山泉（建德）新安江饮用水有限公司,杭州市,生产线技术员,4K-6K/月,5000.0,信息与计算科学，化学类，应用化学，分子科学与工程，化学生物学，化学，生物科学类，生物技术，生物信息学，生物科学,大专及以上,"节日礼物,岗位晋升,免费班车,餐补，提供住宿,岗前培训,年度旅游"
齐鲁制药有限公司,北京市 济南市,产品经理助理,4K-8K/月,6000.0,临床医学，药学，药品经营与管理，制药工程，生物工程,本科及以上,
深圳市英柏检测技术有限公司,深圳市,纺织品化学检测技术员,4K-6K/月,5000.0,化学类，应用化学，化学，化学生物学，分子科学与工程,本科及以上,
湖南和畅食品科技有限公司,湘潭市,食品研发助理,3K-8K/月,5500.0,化学，食品科学与工程，食品质量与安全，生物工程,大专及以上,
武汉生物制品研究所有限责任公司,武汉市,实习生,1K-1K/月,1000.0,制药工程，生物工程类，生物工程，生物制药，基础医学类，基础医学，临床医学类，临床医学，公共卫生与预防医学类，药学类，药学，药物制剂，临床药学，药事管理，药物分析，药物化学，医学技术类，医学检验技术，医学实验技术,本科及以上,
武汉生物制品研究所有限责任公司,武汉市,质量管理,4K-7K/月,5500.0,生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，基础医学类，基础医学，临床医学类，临床医学，药学类，药学，药物制剂，临床药学，药事管理，药物分析，医学技术类，医学检验技术，医学实验技术,本科及以上,"绩效奖金,岗前培训,岗位晋升,带薪年假,交通补助,餐补,免费班车"
武汉生物制品研究所有限责任公司,武汉市,疫苗生产,4K-6K/月,5000.0,生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，基础医学类，基础医学，临床医学类，临床医学，药学类，药学，药物制剂，临床药学，药事管理，药物分析，药物化学，医学技术类，医学检验技术，医学实验技术,本科及以上,"绩效奖金,岗前培训,岗位晋升,带薪年假,交通补助,餐补,免费班车"
辽源誉隆亚东药业有限责任公司,亳州市,QA,3K-4K/月,3500.0,药学，生物科学,本科及以上,
辽源誉隆亚东药业有限责任公司,亳州市,生产技术员,3K-5K/月,4000.0,药学，生物科学,本科及以上,
彤富国际融资租赁（深圳）有限公司,深圳市,融资租赁项目助理（医疗器械类）,5K-9K/月,7000.0,材料科学与工程，信息与计算科学，生物工程，数学与应用数学，应用物理学,本科及以上,绩效奖金 年度旅游 岗位晋升 节日礼物 带薪年假 员工旅游 岗前培训 五险一金
宁波量健好健康服务有限公司,宁波市,旅游事务专员,4K-8K/月,6000.0,历史学类，生物技术，生物科学，生物信息学,本科及以上,
农夫山泉（建德）新安江饮用水有限公司,杭州市,制程品控员,4.5K-6K/月,5250.0,化学类，化学，应用化学，化学生物学，分子科学与工程,本科及以上,
沧州环球优学文化传播有限公司,沧州市 张家口市 廊坊市 秦皇岛市 唐山市 天津市,初高中各学科教师（薪酬4-8K/月）,4K-8K/月,6000.0,中国语言文学类，汉语言文学，汉语言，英语，历史学类，历史学，数学类，数学与应用数学，数理基础科学，物理学类，物理学，应用物理学，化学类，化学，应用化学，化学生物学，地理科学类，地理科学，地理信息科学，地球物理学类，地球物理学，地质学类，地质学，地球化学，地球信息科学与技术，生物科学类，生物科学，心理学类，心理学，应用心理学,本科及以上,"绩效奖金,岗前培训,节日礼物,岗位晋升,弹性工作,员工旅游,带薪年假,股票期权"
江西东森科技发展有限公司,南昌市,储备技术主管,3.5K-4.5K/月,4000.0,生物技术，生物科学,本科及以上,
华农恒青实业有限公司,宜春市 赣州市 九江市 抚州市 新余市 上饶市,品管员,2.8K-3K/月,2900.0,粮食工程，生物技术，生物工程类，应用化学，食品科学与工程类,大专及以上,
