企业名称,工作地点,岗位名称,岗位工资,平均工资,相关专业,学历要求,待遇
厦门松霖科技有限公司,厦门市,采购,3K-5K/月,4000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,
厦门松霖科技有限公司,厦门市,生产管培生,5K-7K/月,6000.0,信息与计算科学，核物理，生物技术，生物科学类，生物科学,本科及以上,
浙江海翔药业股份有限公司,台州市,QC分析员,4K-5K/月,4500.0,化工与制药类，制药工程，化学工程与工艺，化学工程与工业生物工程，生物工程,本科及以上,
武汉博沃生物科技有限公司,武汉市,细胞病毒实验岗,4K-6.5K/月,5250.0,化工与制药类，化学生物学，生物技术，生物工程，生物制药,本科及以上,
武汉博沃生物科技有限公司,武汉市,分子互作工程师,3.5K-6K/月,4750.0,生物技术，生物工程，生物医学工程，生物制药,本科及以上,
武汉博沃生物科技有限公司,武汉市,结合工艺研究工程师,3.5K-6K/月,4750.0,生物工程,本科及以上,
湖南可菲香精香料科技有限公司,湘潭市,应用工程师助理,3K-8K/月,5500.0,化学类，化学，应用化学，化学生物学,本科及以上,包吃包住 年底双薪 绩效奖金 节日礼物 岗前培训 年度旅游 岗位晋升 健康体检
湖北省为源教育投资有限公司,武汉市,初高中化学教师,4K-8K/月,6000.0,化学类，化学，应用化学，化学生物学，材料化学,本科及以上,
深圳市恒纬祥科技有限公司,深圳市,研发助理,4K-6K/月,5000.0,高分子材料与工程，化学工程与工艺，化学工程与工业生物工程,本科及以上,年度旅游  年度体检  节假日福利  晋升空间  多方面培训  包食宿
浙江华海药业股份有限公司,台州市,环保员,3.8K-6K/月,4900.0,化工与制药类，制药工程，化学工程与工艺，化学工程与工业生物工程,大专及以上,
江苏豪森药业集团有限公司,上海市,产品专员,6K-10K/月,8000.0,药学类，临床药学，生物医学工程类，临床医学类,本科及以上,
湖北男腔工有限责任公司,随州市,研发技术员,3.5K-5K/月,4250.0,材料化学，高分子材料与工程，化学工程与工业生物工程，化学工程与工艺，化工与制药类,本科及以上,
武汉超支化树脂科技有限公司,武汉市,销售业务员,4K-10K/月,7000.0,化学类，应用化学，化学，化学生物学，材料化学，能源化学工程，化学工程与工业生物工程,大专及以上,社会五险 房租补贴 销售提成
广州峻美生物科技有限公司,广州市,化妆品配方工程师,面议,0.0,化工与制药类，化学工程与工艺，化学工程与工业生物工程，轻工类，轻化工程,本科及以上,
四川沱牌舍得酒业股份有限公司,遂宁市,酿酒管培生,3.5K-4K/月,3750.0,酿酒工程，生物工程,大专及以上,
绍兴兴欣化工有限公司,绍兴市,工艺员（储备干部）,6K-8K/月,7000.0,化学工程与工艺，应用化学，化学，化学生物学，分子科学与工程,本科及以上,节日礼物  岗位晋升 带薪年假 餐补 房补 免费班车 员工旅游 健康体检 交通补助
江苏氢阳能源有限公司,武汉市,工艺实验员,350K-450K/月,400000.0,化学工程与工艺，应用化学，化学类，化学，化学生物学，地球化学，材料化学，能源化学工程，化学工程与工业生物工程，药物化学,大专及以上,五险一金 周末双休 包住 餐补（20元/日） 交通补贴（10元/日） 住房补贴 全勤奖 绩效奖金等
武汉光谷新药孵化公共服务平台有限公司,武汉市,项目管理培训生,面议,0.0,化学生物学，化学类，生物科学类，生物技术，生物信息学,本科及以上,
四川沱牌舍得酒业股份有限公司,遂宁市,酿酒生产管培生,3.5K-4K/月,3750.0,生物科学类，生物技术，生物科学,大专及以上,无线一金  免费住宿  带薪年假  大额医保  补充医保  商业保险
深圳市中玺安安全技术有限公司,深圳,安全技术专员,3K-6K/月,4500.0,化学工程与工艺，安全工程，化学工程与工业生物工程，电气工程与智能控制，电气类,本科及以上,
深圳康泰生物制品股份有限公司,深圳市,生化实验员,2K-3K/月,2500.0,生物工程，，,本科及以上,
湖北回头客食品有限公司,孝感市,管培生(培养方向：生产管理-化验-营销）,3.5K-5K/月,4250.0,机械设计制造及其自动化，机械工程，材料科学与工程，材料化学，电气工程及其自动化，自动化类，自动化，食品科学与工程类，食品科学与工程，食品质量与安全，食品营养与检验教育，烹饪与营养教育，生物工程类，生物制药，生物工程，管理科学与工程类，管理科学，工商管理，工商管理类，市场营销，人力资源管理，行政管理，工业工程类，电子商务类，电子商务及法律，电子商务，质量管理工程,大专及以上,五险一金、包住、培训学习机会、晋升快、薪资高、（食品科学、机电一体化、营销、化学等专业优先）
上海友尹化工装备有限公司,上海市,化工工艺工程师,面议,0.0,化学工程与工艺，化工与制药类，制药工程，化学工程与工业生物工程,本科及以上,
深圳康泰生物制品股份有限公司,深圳市,疫苗生产工艺员,5.5K-8K/月,6750.0,制药工程，生物技术，预防医学，医学检验技术,本科及以上,
广东贝源检测技术股份有限公司,广州市,销售助理,3.5K-4.5K/月,4000.0,市场营销，环境工程，，生物工程，,本科及以上,
广东贝源检测技术股份有限公司,广州市,销售代表,3.5K-5K/月,4250.0,市场营销，环境工程，，生物工程，,大专及以上,
广东贝源检测技术股份有限公司,广州市,报告编辑工程师,3.5K-4.5K/月,4000.0,环境工程，，化学，生物工程，,大专及以上,
广东贝源检测技术股份有限公司,广州市,无机分析工程师,3.5K-5K/月,4250.0,环境工程，，卫生检验与检疫，，生物工程,本科及以上,
广东贝源检测技术股份有限公司,广州市,有机实验分析工程师,4K-5K/月,4500.0,环境工程，，生物工程，,本科及以上,
广东贝源检测技术股份有限公司,广州市,微生物分析工程师,3.5K-4.5K/月,4000.0,生物技术,大专及以上,
广州维正知识产权代理有限公司,全国,专利工程师助理,5K-8K/月,6500.0,电气工程及其自动化，通信工程，自动化，电子信息工程，生物医学工程,本科及以上,股票期权 带薪年假 员工旅游 健康体检 扁平管理 节日礼物 年度旅游 岗位晋升 绩效奖金 岗前培训
深圳康泰生物制品股份有限公司,深圳市,质量监督储干（QA）,3K-3.5K/月,3250.0,制药工程，生物技术,硕士及以上,
北京经纬传奇医药科技有限公司,北京市 上海市 长沙市,稽查员助理稽查员,面议,0.0,海洋科学，生物科学类，临床医学，临床医学类，中药学,本科及以上,
武汉市思泰利医疗器械发展有限公司,武汉市,品质管理员,面议,0.0,化学生物学，物理学类，应用化学，生物科学类,本科及以上,
上海大桥化工有限公司,上海市,技术工程师,3.5K-4.5K/月,4000.0,化学，化学生物学，分子科学与工程，应用化学，化学类,本科及以上,
北京白象新技术有限公司,北京市,生物实验员,5K-6K/月,5500.0,化学，化学生物学,大专及以上,
武汉市思泰利医疗器械发展有限公司,武汉市,品管员,面议,0.0,物理学类，化学类，生物科学,本科及以上,
湖北美天生物科技股份有限公司,武汉市,合成研发人员,3K-5K/月,4000.0,化学类，化学，应用化学，化学生物学，材料化学,本科及以上,实验室研发，晋升空间大，行业标杆
浙江天丰生物科学有限公司,金华市,工程师,6K-10K/月,8000.0,化学类，化学生物学，材料化学,不限,
广州元帅生物科技有限公司,广州市,生物实验室科研人员,5K-8K/月,6500.0,生物医学工程类，生物工程,硕士及以上,
广州元帅生物科技有限公司,广州市,生物实验室制配中心科研人员,5K-8K/月,6500.0,生物医学工程,硕士及以上,
广州元帅生物科技有限公司,广州市,生物实验室制配中心研发技术人员,5K-8K/月,6500.0,生物医学工程，生物工程,硕士及以上,
浙江天丰生物科学有限公司,金华市,品质管理,3K-5K/月,4000.0,应用化学，化学类，化学生物学，化学，古生物学，生物技术，化学工程与工艺，制药工程，化工与制药类，农学，植物保护，园艺，植物生产类,大专及以上,
浙江天丰生物科学有限公司,全国,市场管理市场营销,7K-10K/月,8500.0,市场营销，农学，植物保护，应用生物科学，园艺，植物生产类，植物科学与技术,本科及以上,
浙江天丰生物科学有限公司,金华市,设备管理,3K-5K/月,4000.0,机械工程，机械类，自动化，化学工程与工艺，化学工程与工业生物工程，农业机械化及其自动化，安全工程，生物工程类,大专及以上,
浙江天丰生物科学有限公司,金华市,生产管理,3K-5K/月,4000.0,管理科学，农学，植物保护，材料化学，应用化学，化学生物学，分子科学与工程，化学,本科及以上,
浙江天丰生物科学有限公司,金华市,研发助理,3K-5K/月,4000.0,化学类，应用化学，化学，化学生物学，材料化学，农学，植物保护,大专及以上,
浙江天丰生物科学有限公司,金华市,研发工程师,5K-7K/月,6000.0,化学，化学生物学，分子科学与工程，应用化学，化学类，材料化学，生物制药,硕士及以上,
云南莱博科技有限公司,昆明市,试剂耗材专员,4K-8K/月,6000.0,生物科学类，生物技术，生物医学工程类，生物工程类，生物科学,本科及以上,
云南莱博科技有限公司,昆明市,总经理业务助理,4K-8K/月,6000.0,生物科学类，生物技术，生物医学工程，生物工程类，生物科学,硕士及以上,
云南莱博科技有限公司,昆明市,产品专员,4K-8K/月,6000.0,生物医学工程类，生物工程，生物制药，植物科学与技术，化学类，分子科学与工程，应用化学，化学，化学生物学,本科及以上,绩效奖金 岗前培训 节日礼物 年度旅游 岗位晋升 带薪年假 交通补助 餐补 健康体检
湖南中烟工业有限责任公司,长沙市,技术研究岗位,面议,0.0,化学工程与工艺，生物工程类，应用生物科学，经济统计学，化学类，物理学类,本科及以上,
湖南精城特种陶瓷有限公司,长沙市,储备干部,3.5K-4.5K/月,4000.0,化学类，化学，应用化学，化学生物学，工程力学，机械类，机械工程，机械设计制造及其自动化，无机非金属材料工程，高分子材料与工程，市场营销，国际商务，电子商务类,大专及以上,"绩效奖金,岗前培训,交通补助,房补,员工旅游 岗位晋升"
广州元帅生物科技有限公司,广州市,细胞实验室科研人员,5K-8K/月,6500.0,生物工程类，生物制药,本科及以上,
广州元帅生物科技有限公司,广州市,实验室制配中心科研人员,5K-8K/月,6500.0,生物医学工程，生物工程类，生物工程,本科及以上,
广东贝源检测技术股份有限公司,广州市,无机工程师,3.5K-5K/月,4250.0,环境工程，环境科学与工程类，化学类，应用化学，生物技术,本科及以上,
广东贝源检测技术股份有限公司,广州市,有机分析工程师,3.5K-5K/月,4250.0,环境工程，环境科学与工程类，化学类，应用化学，生物技术,大专及以上,
广东贝源检测技术股份有限公司,广州市,采购员,3K-4K/月,3500.0,生物技术，环境工程，环境科学与工程，应用化学,大专及以上,
广东贝源检测技术股份有限公司,广州市,体系工程师,3.5K-5K/月,4250.0,生物技术，化学,本科及以上,
宜昌东阳光长江药业股份有限公司,宜昌市,工艺员,3.1K-4.2K/月,3650.0000000000005,化学类，应用化学，化学，化学生物学，生物工程类，生物制药，生物工程，药学类，药学，药物制剂，药物分析，药物化学，生物科学类，生物技术，生物科学,本科及以上,
宁波易达教育科技有限公司,宁波市,高中化学生物物理教师,7K-10K/月,8500.0,物理学，生物技术，化学，生物科学，化学类,本科及以上,
浙江永太科技股份有限公司,台州市,QC检测,3K-5K/月,4000.0,制药工程，化学，化学工程与工艺，资源循环科学与工程，生物技术,大专及以上,
洪湖市一泰科技有限公司,荆州市,储备干部1,3K-5K/月,4000.0,化学类，应用化学，材料化学，化学工程与工艺，化学工程与工业生物工程,中专及以上,
岳阳市理工职业技术学校服装厂,岳阳市,生物教师,6K-7K/月,6500.0,生物科学,本科及以上,
上海晶诺生物科技有限公司,佛山市,研发工程师－蛋白质纯化方向,3.8K-7.6K/月,5699.999999999999,生物科学类，生物科学，生物技术,本科及以上,有人带   晋升快  福利好 年年调薪 环境氛围佳 节日礼物 年度旅游 餐补 带薪年假
上海晶诺生物科技有限公司,佛山市,研发工程师－蛋白质质量检测QA方向,3.8K-7.6K/月,5699.999999999999,生物科学类，生物科学，生物技术,大专及以上,有人带   晋升快  福利好 年年调薪 环境氛围佳 年度旅游 带薪年假 餐补 节日礼物
上海晶诺生物科技有限公司,佛山市,研发工程师－分子生物学方向,3.8K-7.6K/月,5699.999999999999,生物科学类，生物科学，生物技术,大专及以上,有人带   晋升快  福利好 年年调薪 环境氛围佳 节日礼物 带薪年假 年度旅游 餐补
武汉润禾生物医药有限公司,武汉市,质检员,3K-4K/月,3500.0,化学生物学，生物医学工程，生物制药，药学，中药学,本科及以上,包食宿
湖南华麒资源环境科技发展有限公司,株洲市,研发人员,面议,0.0,材料化学，能源化学工程，化学工程与工业生物工程，金属材料工程，矿物资源工程,本科及以上,
萍乡实验学校,萍乡市,高中各科老师（语数英物化生政历地体育心理计算机）,面议,0.0,英语，汉语言文学，化学工程与工艺，生物科学类，计算机科学与技术,本科及以上,
荆门盛隆科技有限公司,荆门市,生产管理,3K-6K/月,4500.0,化学，化学生物学，化学类，应用化学,大专及以上,
山东泉林嘉有肥料有限责任公司,聊城市,生物技术专业人才,3K-5K/月,4000.0,生物科学，生物技术，生物工程,大专及以上,
新华创新谷国际控股有限公司,广州市,IT工程师,4K-6K/月,5000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,
新华创新谷国际控股有限公司,广州市,技术平台负责人,6K-8K/月,7000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,急招高薪诚聘
广东聚石化学股份有限公司,清远市,化工储备干部,6K-6K/月,6000.0,化学，应用化学，化学类，分子科学与工程，材料类，材料科学与工程，材料化学，高分子材料与工程，粉体材料科学与工程，功能材料，化学工程与工艺，化学工程与工业生物工程,硕士及以上,
广东聚石化学股份有限公司,清远市,工程师（塑胶技术部）,6K-6K/月,6000.0,材料类，材料成型及控制工程，材料化学，材料科学与工程，高分子材料与工程，功能材料，化学工程与工艺，化学工程与工业生物工程,硕士及以上,
帕潘纳（北京）科技有限公司,北京市,合成助理,面议,0.0,应用化学，化学工程与工艺，化学工程与工业生物工程，化学，药物化学,本科及以上,
帕潘纳（北京）科技有限公司,北京市,制剂研究工程师,面议,0.0,化学，应用化学，药物化学，化学生物学，化学工程与工艺,硕士及以上,
珠海冀百康生物科技有限公司,珠海市,药物纯化研究员,3.5K-7K/月,5250.0,化学工程与工艺，制药工程，药物制剂，药学，生物科学类,本科及以上,公司还对于工作一定年限的优秀员工给予股权激励，
珠海冀百康生物科技有限公司,珠海市,菌种研究员,3.5K-7K/月,5250.0,生物科学类,本科及以上,公司对于工作一定年限的优秀员工给予股权激励
宜城市共同药业有限公司,襄樊市,EHS专员,3K-4K/月,3500.0,生物医学工程，生物工程，生物制药，化学生物学，生物技术,本科及以上,
宜城市共同药业有限公司,襄樊市,合成药物研发员,3K-4K/月,3500.0,化学生物学，生物工程，生物制药，药物化学，化学工程与工业生物工程,本科及以上,
宜城市共同药业有限公司,襄樊市,仪表自动化,3K-4K/月,3500.0,生物工程，生物工程类，化学生物学，生物制药，化学工程与工业生物工程,本科及以上,
宜城市共同药业有限公司,襄樊市,QAQC,3K-4K/月,3500.0,化学工程与工业生物工程，应用化学，化学生物学，药物化学，生物工程,本科及以上,
宜城市共同药业有限公司,襄樊市,菌种生物研发员,3K-4K/月,3500.0,化学工程与工艺，化学工程与工业生物工程，化学生物学，药物化学,本科及以上,
江苏康尚生物医疗科技有限公司,深圳市,算法实习工程师,3K-4K/月,3500.0,生物医学工程,硕士及以上,
华农恒青实业有限公司,宜春市 赣州市 抚州市 新余市 九江市 上饶市 嘉兴市,化验员,面议,0.0,化学，食品科学与工程，食品质量与安全，化学工程与工艺，生物工程,大专及以上,
石家庄以岭药业股份有限公司,长沙市 株洲市 湘潭市 衡阳市 邵阳市 永州市 常德市 郴州市,储备地区销售经理,面议,0.0,药学，生物工程，医学检验技术，临床医学，护理,大专及以上,
浙江亚光科技股份有限公司,温州市,化工工艺工程师,3K-5K/月,4000.0,化学工程与工艺，制药工程，化学工程与工业生物工程,本科及以上,
罗田县新普生药业有限公司,黄冈市,安环员,面议,0.0,化学工程与工艺，环保设备工程，安全工程，电气工程及其自动化，生物制药,大专及以上,
杭州千克知识产权代理有限公司,武汉市,专利工程师,面议,0.0,机械设计制造及其自动化，电子信息类，计算机类，物理学，生物信息学,本科及以上,绩效奖金 岗前培训 年度旅游 岗位晋升 带薪年假 餐补 员工旅游
晶科能源有限公司,全国,技术管培生,4K-8K/月,6000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,年底双薪 绩效奖金 岗前培训 节日礼物 岗位晋升 带薪年假 餐补 免费班车 员工旅游
晶科能源有限公司,全国,研发中心管培生,5K-8K/月,6500.0,物理学类，材料类，数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心,硕士及以上,年底双薪 绩效奖金 岗前培训 节日礼物 带薪年假 岗位晋升 餐补 免费班车 员工旅游
武汉明德生物科技股份有限公司,武汉市,试剂研发工程师（化学发光）,4K-6K/月,5000.0,生物科学类，生物技术，生物科学,本科及以上,
武汉明德生物科技股份有限公司,武汉市,试剂研发工程师（分子诊断）,4K-6K/月,5000.0,生物科学，生物技术，生物科学类,本科及以上,
武汉明德生物科技股份有限公司,北京市 上海市 天津市 重庆市 石家庄市 太原市 沈阳市 长春市 郑州市 南京市 杭州市 合肥市 福州市 南昌市 济南市 武汉市 长沙市 广州市 海口市 成都市 贵阳市 昆明市 西安市 兰州市 西宁市,销售管理培训生,4K-6K/月,5000.0,化学类，化学，应用化学，分子科学与工程，化学生物学，生物技术，生物科学类，生物科学，生物信息学，生态学，基础医学类，基础医学，临床医学类，临床医学，麻醉学，医学影像学，眼视光医学，精神医学，放射医学，口腔医学类，口腔医学，公共卫生与预防医学类，预防医学，食品卫生与营养学，妇幼保健医学，卫生监督，全球健康学，中医学类，中医学，针灸推拿学，藏医学，蒙医学，维医学，壮医学，哈医学，中西医结合类，中西医临床医学，药学类，药学，药物制剂，临床药学，药事管理，药物分析，药物化学，海洋药学，中药学类，中药学，中药资源与,大专及以上,
凯莱英医药集团（天津）股份有限公司,天津,QA协作员,4K-4K/月,4000.0,化学类，化学，应用化学，化学生物学，地球化学，材料化学，化学工程与工艺，能源化学工程，化学工程与工业生物工程，药物化学，化工与制药类，制药工程，生物制药，中药制药，药物制剂,本科及以上,
凯莱英医药集团（天津）股份有限公司,天津,生产助理工程师,4K-4K/月,4000.0,化学类，化学，应用化学，化学生物学，地球化学，材料化学，化学工程与工艺，能源化学工程，化学工程与工业生物工程，药物化学，化工与制药类，制药工程，生物制药，中药制药，药物制剂,本科及以上,
凯莱英医药集团（天津）股份有限公司,天津,有机合成研究员,4K-7K/月,5500.0,化工与制药类，制药工程，生物制药，中药制药，化学类，化学，应用化学，化学生物学，地球化学，材料化学，化学工程与工艺，能源化学工程，化学工程与工业生物工程，药物化学，药物制剂,本科及以上,
山东泉林嘉有肥料有限责任公司,聊城市,农化员,3.5K-5K/月,4250.0,植物生产类，农学，园艺，植物保护，植物科学与技术，种子科学与工程，设施农业科学与工程，茶学，烟草，应用生物科学，农艺教育，园艺教育，自然保护与环境生态类，农业资源与环境，野生动物与自然保护区管理，水土保持与荒漠化防治，动物生产类，动物科学，蚕学，蜂学，动物医学类，动物医学，动物药学，动植物检疫，林学类，林学，园林，森林保护，水产类，水产养殖学，海洋渔业科学与技术，水族科学与技术，草学类，草业科学,大专及以上,
伊利苏州乳业有限责任公司,苏州市,生产类,4K-6K/月,5000.0,机械工程，机械设计制造及其自动化，机械电子工程，过程装备与控制工程，食品科学与工程，食品质量与安全，乳品工程，食品科学与工程类，生物制药，生物工程,大专及以上,
上海派森诺生物科技股份有限公司,上海市 南京市,研发项目经理,12K-15K/月,13500.0,生物科学类，生物科学，生物技术，生物信息学,博士及以上,
深圳百佳鸿电子科技有限公司,深圳市 东莞市,经理助理,5K-8K/月,6500.0,生物工程，食品质量与安全，市场营销，医学信息工程，自动化类,大专及以上,有很大的晋升空间  作息时间健康  学到更多医疗护理知识   提成高   团队氛围好   做五休二
安徽安力肽生物科技有限公司,安徽省霍山经济开发区,生产技术员,3K-10K/月,6500.0,化学，生物技术，药学，食品科学与工程,本科及以上,
安徽安力肽生物科技有限公司,安徽省霍山经济开发区,质量管理,3K-5K/月,4000.0,化学，生物技术，药学，食品科学与工程,本科及以上,
安徽安力肽生物科技有限公司,安徽省霍山经济开发区,研发专员,3K-10K/月,6500.0,化学，生物技术，药学，食品科学与工程,本科及以上,
上海派森诺生物科技股份有限公司,南京市 上海市,产品经理,12K-15K/月,13500.0,生物医学工程类，生物医学工程，动物医学类，动物药学，林学,博士及以上,
